"";"oid";"B1";"B2";"B3";"B4";"B5";"B6";"B7";"sensor";"date";"areosols"
"10844";153170130;468;653;570;1346;521;290,2;284;"L7";2017-08-24;"medium"
"10845";154170140;331;439;278;1551;479;289,7;196;"L7";2017-08-24;"medium"
"10847";154170190;542;543;486;715;887;279;644;"L7";2018-04-05;"medium"
"10848";153170130;273;334;345;552;425;285,3;233;"L7";2018-04-21;"low"
"10849";153190080;526;761;699;1435;1174;292,4;842;"L7";2018-04-21;"low"
"10850";154170090;557;685;755;1644;1568;289,7;1155;"L7";2018-04-21;"low"
"10851";154170190;317;343;290;642;749;287,5;441;"L7";2018-04-21;"low"
"10852";153170130;268;479;396;676;323;290,8;220;"L7";2018-05-07;"low"
"10853";154170090;544;733;626;1993;1394;292,9;968;"L7";2018-05-07;"low"
"10854";154170140;208;351;223;1086;590;289,7;260;"L7";2018-05-07;"low"
"10855";154170190;268;447;338;800;551;291,8;298;"L7";2018-05-07;"low"
"10856";153170130;484;765;715;1584;854;291,8;589;"L7";2018-05-23;"low"
"10857";153190080;493;695;672;1567;1085;296;878;"L7";2018-05-23;"low"
"10858";154170140;242;346;247;1276;566;290,2;242;"L7";2018-05-23;"medium"
"10859";153170130;389;697;600;935;586;293,4;460;"L7";2018-06-08;"low"
"10860";153190080;523;662;650;1642;1249;302,5;926;"L7";2018-06-08;"low"
"10861";154170190;413;664;460;742;586;296,5;242;"L7";2018-06-08;"low"
"10862";154170190;522;707;581;1288;1061;290,8;746;"L7";2018-08-27;"medium"
"10863";154170190;421;466;369;810;743;285,3;378;"L7";2018-09-28;"medium"
"10864";153170130;327;399;277;431;234;286,4;181;"L7";2018-10-14;"low"
"10865";154170090;496;641;589;1581;1165;289,2;810;"L7";2018-10-14;"low"
"10866";154170140;341;408;383;1486;1016;287,5;388;"L7";2018-10-14;"low"
"10867";154170190;397;583;535;1203;1272;289,2;591;"L7";2018-10-14;"low"
"10868";153170130;444;556;553;978;625;283;485;"L7";2019-04-24;"medium"
"10869";153190080;643;841;900;1577;1340;288,6;1017;"L7";2019-04-24;"low"
"10870";153170130;496;755;627;1699;1042;295;676;"L7";2019-06-11;"medium"
"10871";153190080;547;779;708;1881;1545;299;974;"L7";2019-06-11;"medium"
"10872";154170140;411;556;421;1593;748;291,3;327;"L7";2019-06-11;"medium"
"10873";154170190;524;802;609;1082;633;292,4;365;"L7";2019-06-11;"medium"
"10874";154170190;515;706;507;853;640;289,7;267;"L7";2019-07-29;"medium"
"10876";154170140;478;534;404;1461;457;289,2;229;"L7";2019-08-14;"high"
"10877";153190080;536;640;631;1468;1124;296;673;"L7";2019-08-30;"medium"
"10878";154170050;414;542;362;2632;1206;293,4;599;"L7";2019-08-30;"medium"
"10879";153170130;565;742;791;1341;771;274,7;607;"L7";2019-09-15;"medium"
"10880";154170090;665;670;617;1333;1050;282,5;508;"L7";2019-10-17;"medium"
"10881";152170140;682;818;698;2508;1556;296,5;815;"L7";1999-07-06;"high"
"10882";152180080;662;889;741;1232;553;296,5;448;"L7";1999-07-06;"high"
"10883";153190070;459;542;473;1039;456;296;266;"L7";1999-07-06;"high"
"10884";153190080;541;655;511;1809;984;299,5;634;"L7";1999-07-06;"high"
"10886";153170090;604;650;530;679;229;294,5;119;"L7";1999-08-07;"high"
"10888";153170130;284;434;320;943;514;288,1;279;"L7";1999-08-23;"medium"
"10889";153190080;295;361;363;1612;1055;291,8;586;"L7";1999-08-23;"low"
"10890";152170140;438;647;527;2153;1291;293,4;592;"L7";1999-09-08;"medium"
"10891";152180080;688;745;686;824;464;293,4;305;"L7";1999-09-08;"medium"
"10892";153170020;512;571;509;2011;850;293,9;475;"L7";1999-09-08;"high"
"10893";153170080;534;709;575;2219;1170;292,9;609;"L7";1999-09-08;"medium"
"10894";153170090;590;654;503;784;340;291,8;176;"L7";1999-09-08;"high"
"10895";153170130;527;570;426;1055;410;291,8;213;"L7";1999-09-08;"medium"
"10896";153190070;506;540;452;695;407;291,8;211;"L7";1999-09-08;"medium"
"10897";153190080;439;528;468;1460;937;292,9;471;"L7";1999-09-08;"medium"
"10898";153190080;406;432;437;1541;815;290,8;501;"L7";1999-09-24;"low"
"10899";152170140;442;695;529;2165;1539;284,2;743;"L7";1999-10-26;"low"
"10900";152180080;514;564;452;648;372;282,5;398;"L7";1999-10-26;"low"
"10901";152170140;431;555;573;1575;1491;284,2;903;"L7";2000-04-03;"medium"
"10902";152180080;491;574;545;581;458;283;357;"L7";2000-04-03;"medium"
"10903";153170020;475;497;429;754;556;281,9;394;"L7";2000-04-03;"medium"
"10904";153170080;533;686;615;1096;957;280,7;648;"L7";2000-04-03;"medium"
"10905";153170090;437;423;409;358;344;279,6;176;"L7";2000-04-03;"medium"
"10906";153190070;431;448;385;424;252;279,6;144;"L7";2000-04-03;"medium"
"10907";152170140;495;689;665;1441;1092;288,1;719;"L7";2000-04-19;"medium"
"10908";152180080;658;812;755;989;795;287;638;"L7";2000-04-19;"medium"
"10909";153170080;541;748;734;1840;1311;287,5;849;"L7";2000-04-19;"medium"
"10910";153170090;428;535;438;583;447;285,9;245;"L7";2000-04-19;"medium"
"10911";153190080;623;726;762;1339;1105;287;898;"L7";2000-04-19;"medium"
"10912";152170140;356;545;459;2237;1303;295;756;"L7";2000-05-05;"medium"
"10913";152180080;479;615;540;770;557;293,9;451;"L7";2000-05-05;"medium"
"10914";153170020;311;434;298;1530;944;292,4;379;"L7";2000-05-05;"medium"
"10915";153170080;408;726;675;2114;1328;293,4;796;"L7";2000-05-05;"medium"
"10916";153170090;346;442;345;444;310;291,3;198;"L7";2000-05-05;"medium"
"10917";153170130;366;546;396;619;414;288,1;303;"L7";2000-05-05;"medium"
"10918";153190080;410;557;488;1807;1064;290,2;685;"L7";2000-05-05;"medium"
"10919";153170020;435;577;423;2655;1125;299;471;"L7";2000-06-22;"high"
"10920";153170090;542;677;571;932;428;297;343;"L7";2000-06-22;"high"
"10921";153190070;547;730;545;822;314;297;190;"L7";2000-06-22;"medium"
"10922";153190080;524;632;574;1897;1143;300,5;675;"L7";2000-06-22;"high"
"10923";152180080;661;872;734;1016;551;293,4;454;"L7";2000-07-24;"medium"
"10924";153170090;478;577;469;673;503;290,8;408;"L7";2000-07-24;"medium"
"10928";153170090;316;384;319;455;347;288,1;284;"L7";2000-08-25;"medium"
"10932";153190070;397;433;347;473;246;280,1;110;"L7";2001-04-06;"medium"
"10933";153190080;687;811;870;1317;1405;284,2;1087;"L7";2001-04-06;"medium"
"10934";152170140;372;601;470;1847;1282;289,7;763;"L7";2001-05-08;"medium"
"10935";152180080;392;503;481;816;606;290,2;428;"L7";2001-05-08;"medium"
"10936";153170020;232;365;314;1079;715;292,4;460;"L7";2001-05-08;"medium"
"10937";153170080;438;658;554;2067;1246;290,2;849;"L7";2001-05-08;"low"
"10938";153170090;201;274;192;256;214;289,7;20;"L7";2001-05-08;"low"
"10939";153170130;176;319;290;473;418;285,9;358;"L7";2001-05-08;"low"
"10940";153190070;249;296;250;469;315;287,5;201;"L7";2001-05-08;"low"
"10941";153190080;376;578;502;1556;1008;292,9;711;"L7";2001-05-08;"low"
"10942";152170140;279;509;342;2222;1129;293,4;506;"L7";2001-05-24;"medium"
"10943";152180080;377;514;474;897;509;293,9;408;"L7";2001-05-24;"medium"
"10944";153170020;283;430;362;1820;974;292,9;487;"L7";2001-05-24;"medium"
"10945";153170080;553;823;731;2102;1245;292,4;838;"L7";2001-05-24;"medium"
"10946";153170090;327;412;364;466;272;290,8;289;"L7";2001-05-24;"medium"
"10947";153170130;347;585;442;836;591;289,7;440;"L7";2001-05-24;"low"
"10948";153190070;176;294;202;633;276;289,7;117;"L7";2001-05-24;"low"
"10949";153190080;320;487;430;1640;1062;295;702;"L7";2001-05-24;"low"
"10950";153170020;583;651;357;3032;1065;288,1;408;"L7";2001-06-09;"high"
"10951";153190070;331;375;260;732;173;287;79;"L7";2001-06-09;"high"
"10952";153190080;557;623;518;1903;813;289,2;457;"L7";2001-06-09;"high"
"10953";153170020;266;433;236;2216;990;289,7;462;"L7";2001-06-25;"medium"
"10954";153170080;405;624;520;1837;848;290,8;539;"L7";2001-06-25;"medium"
"10955";153190080;332;436;406;1711;980;293,9;628;"L7";2001-06-25;"low"
"10956";153170020;272;411;281;2293;1132;295;444;"L7";2001-07-27;"medium"
"10957";153170080;394;624;489;2213;1213;295;686;"L7";2001-07-27;"medium"
"10958";153170090;330;467;388;632;391;294,5;284;"L7";2001-07-27;"medium"
"10959";153170130;391;489;348;676;366;292,4;232;"L7";2001-07-27;"medium"
"10960";153190070;344;405;336;749;335;291,3;175;"L7";2001-07-27;"medium"
"10961";153190080;338;435;422;1515;998;295;467;"L7";2001-07-27;"medium"
"10962";152170140;501;637;537;2587;1358;287,5;676;"L7";2001-08-12;"medium"
"10963";152180080;533;683;617;1004;695;291,8;538;"L7";2001-08-12;"medium"
"10964";153190070;296;377;300;539;332;290,2;158;"L7";2001-08-12;"low"
"10965";153170020;430;445;341;1543;721;283,6;291;"L7";2001-09-29;"high"
"10967";152170140;672;950;914;2185;1696;285,9;826;"L7";2001-10-31;"low"
"10968";153170020;494;599;518;907;524;283,6;281;"L7";2001-10-31;"low"
"10969";153170080;476;549;600;1055;645;283,6;464;"L7";2001-10-31;"low"
"10970";153170090;598;638;635;922;529;283;342;"L7";2001-10-31;"low"
"10971";153170130;379;479;317;461;210;283;113;"L7";2001-10-31;"low"
"10972";153190070;521;600;518;681;520;283;336;"L7";2001-10-31;"low"
"10973";153190080;618;655;689;1210;1007;283;741;"L7";2001-10-31;"low"
"10974";153170020;562;577;527;897;771;284,7;591;"L7";2002-04-09;"medium"
"10975";153170080;691;784;753;1469;1461;283;899;"L7";2002-04-09;"medium"
"10976";153170090;646;667;604;630;442;280,7;378;"L7";2002-04-09;"medium"
"10977";153190080;551;670;660;1440;1306;290,8;945;"L7";2002-04-25;"low"
"10978";152170140;455;598;512;2381;1263;294,5;563;"L7";2002-05-11;"medium"
"10979";152180080;502;653;578;940;504;294,5;431;"L7";2002-05-11;"medium"
"10980";153170020;325;554;345;1991;946;292,4;410;"L7";2002-05-11;"medium"
"10981";153170080;488;739;673;2037;1286;293,4;867;"L7";2002-05-11;"medium"
"10982";153170090;342;517;437;683;327;291,3;223;"L7";2002-05-11;"medium"
"10983";153170130;368;573;402;784;564;290,2;386;"L7";2002-05-11;"medium"
"10984";153190070;343;433;362;816;279;290,8;170;"L7";2002-05-11;"medium"
"10985";153190080;441;541;499;1835;1015;295;618;"L7";2002-05-11;"medium"
"10986";153170020;327;467;318;2345;991;290,2;411;"L7";2002-06-28;"medium"
"10987";153190070;501;564;407;762;236;289,2;61;"L7";2002-06-28;"medium"
"10988";152180080;617;788;726;1052;693;291,8;530;"L7";2002-07-14;"medium"
"10989";153170020;626;794;753;2307;1209;287;645;"L7";2002-07-14;"medium"
"10990";153170080;512;642;596;1842;983;289,2;621;"L7";2002-07-14;"medium"
"10991";153190070;349;412;312;730;253;292,9;120;"L7";2002-07-14;"medium"
"10992";153190080;372;442;453;1678;1019;295,5;584;"L7";2002-07-14;"medium"
"10993";152170140;544;664;586;2362;1298;291,3;592;"L7";2002-08-15;"high"
"10994";153170080;576;715;557;1834;1070;292,4;605;"L7";2002-08-15;"high"
"10995";153170090;623;713;650;945;611;291,8;454;"L7";2002-08-15;"high"
"10996";153170130;549;660;532;999;557;290,8;306;"L7";2002-08-15;"high"
"10997";153190070;418;497;367;758;385;291,3;217;"L7";2002-08-15;"medium"
"10998";153190080;383;512;469;1656;885;293,4;450;"L7";2002-08-15;"medium"
"11001";152180080;683;806;625;1059;697;284,7;567;"L7";2002-10-02;"medium"
"11006";153170020;651;630;602;931;930;282,5;608;"L7";2003-04-12;"medium"
"11007";153190070;653;633;534;637;318;276,6;132;"L7";2003-04-12;"medium"
"11008";152170140;442;641;496;2412;1341;298;644;"L7";2003-05-30;"medium"
"11009";152180080;482;629;603;1313;799;294,5;609;"L7";2003-05-30;"medium"
"11010";153170020;300;407;258;1762;697;293,9;314;"L7";2003-05-30;"medium"
"11011";153170080;509;781;732;1919;1356;295;836;"L7";2003-05-30;"medium"
"11012";153170090;349;453;441;696;443;293,9;352;"L7";2003-05-30;"medium"
"11013";153170130;345;597;454;822;592;291,3;391;"L7";2003-05-30;"medium"
"11014";153190070;200;261;213;574;151;290,8;91;"L7";2003-05-30;"medium"
"11015";153190080;306;463;421;1896;981;296;680;"L7";2003-05-30;"medium"
"11016";152170140;449;556;556;1601;1616;287,5;1157;"L7";2004-04-14;"low"
"11017";153170020;329;422;392;740;736;285,3;531;"L7";2004-04-14;"low"
"11018";153170090;314;401;394;472;128;282,5;22;"L7";2004-04-14;"low"
"11019";153170130;275;332;266;384;296;280,7;222;"L7";2004-04-14;"low"
"11020";153190070;291;353;310;515;347;281,9;246;"L7";2004-04-14;"low"
"11021";153190080;478;624;635;1091;1113;286,4;833;"L7";2004-04-14;"low"
"11022";152170140;494;661;578;1916;1333;288,1;852;"L7";2004-04-30;"medium"
"11023";152180080;535;681;640;1083;723;285,9;595;"L7";2004-04-30;"medium"
"11024";153170080;515;794;755;2002;1336;288,1;924;"L7";2004-04-30;"medium"
"11025";153170090;405;476;454;539;395;284,2;309;"L7";2004-04-30;"medium"
"11026";153190070;296;324;256;425;191;286,4;46;"L7";2004-04-30;"low"
"11027";153170080;447;740;706;1805;1115;288,1;696;"L7";2004-05-16;"low"
"11028";153170130;325;514;370;574;479;285,3;271;"L7";2004-05-16;"low"
"11029";152170140;512;716;601;2300;1266;285,9;747;"L7";2004-06-01;"medium"
"11030";152180080;584;746;724;1390;882;285,9;770;"L7";2004-06-01;"medium"
"11031";153170020;397;530;396;2197;939;285,3;457;"L7";2004-06-01;"medium"
"11032";153170080;563;870;791;2390;1326;290,2;851;"L7";2004-06-01;"medium"
"11033";153170090;435;530;471;1006;650;285,3;433;"L7";2004-06-01;"medium"
"11034";153170130;352;527;336;672;442;288,6;287;"L7";2004-06-01;"low"
"11035";153190070;324;405;321;774;365;285,3;259;"L7";2004-06-01;"low"
"11036";153190080;285;509;449;1688;859;292,9;524;"L7";2004-06-01;"low"
"11037";152170140;596;794;1062;1788;2255;283,6;1713;"L7";2005-04-01;"low"
"11038";152180080;488;517;467;513;473;281,9;440;"L7";2005-04-01;"low"
"11039";153170020;397;408;404;766;710;281,9;402;"L7";2005-04-01;"low"
"11040";153170080;515;718;681;1165;1043;281,3;928;"L7";2005-04-01;"medium"
"11041";153170090;311;384;380;335;255;281,3;170;"L7";2005-04-01;"low"
"11042";153190070;581;691;583;569;163;274,1;77;"L7";2005-04-01;"low"
"11043";152170140;360;713;631;2551;1733;289,2;977;"L7";2005-05-19;"low"
"11044";152180080;419;509;524;696;533;287,5;477;"L7";2005-05-19;"low"
"11045";153170080;469;730;643;1794;1214;288,6;702;"L7";2005-05-19;"low"
"11046";153170090;245;366;319;439;302;286,4;238;"L7";2005-05-19;"low"
"11047";153170130;299;410;319;566;354;284,2;217;"L7";2005-05-19;"low"
"11048";152170140;478;769;746;2495;1934;292,9;1174;"L7";2005-06-20;"medium"
"11049";152180080;554;673;589;1107;662;292,4;525;"L7";2005-06-20;"medium"
"11050";153190080;492;628;529;2156;1075;292,9;627;"L7";2005-06-20;"medium"
"11051";152170140;552;778;812;2497;2394;299;1549;"L7";2005-09-08;"medium"
"11052";153170020;410;483;376;1668;947;294,5;410;"L7";2005-09-08;"medium"
"11053";153170080;564;766;702;1417;859;293,4;478;"L7";2005-09-08;"medium"
"11054";153170090;439;559;493;615;414;293,4;116;"L7";2005-09-08;"medium"
"11055";153190070;389;441;340;925;320;292,4;118;"L7";2005-09-08;"medium"
"11056";153190080;438;530;468;1704;939;294,5;568;"L7";2005-09-08;"medium"
"11057";152170140;558;789;785;2260;2280;292,9;1432;"L7";2005-09-24;"low"
"11058";152180080;418;611;441;802;564;289,7;415;"L7";2005-09-24;"low"
"11059";153170020;395;428;333;1156;609;289,2;204;"L7";2005-09-24;"medium"
"11060";153170090;434;416;374;620;506;288,6;280;"L7";2005-09-24;"medium"
"11061";153170130;301;383;256;829;371;287,5;173;"L7";2005-09-24;"medium"
"11062";153190070;341;453;325;814;331;288,1;101;"L7";2005-09-24;"low"
"11063";153190080;389;458;356;1571;851;289,2;387;"L7";2005-09-24;"medium"
"11064";152170140;567;718;658;2482;2037;290,2;1187;"L7";2005-10-10;"low"
"11065";152180080;471;615;535;727;383;287;365;"L7";2005-10-10;"low"
"11066";153170020;381;451;357;963;554;287;288;"L7";2005-10-10;"medium"
"11067";153170090;389;444;380;610;597;286,4;461;"L7";2005-10-10;"medium"
"11068";153170130;358;407;313;615;271;284,2;250;"L7";2005-10-10;"medium"
"11069";153190070;386;456;357;879;431;287;121;"L7";2005-10-10;"low"
"11070";153190080;369;443;441;1539;795;287,5;500;"L7";2005-10-10;"low"
"11071";152170140;415;697;638;2698;1874;293,4;1126;"L7";2006-05-22;"low"
"11072";152180080;442;556;514;827;585;291,8;538;"L7";2006-05-22;"medium"
"11073";153170020;253;346;249;1521;1056;288,1;443;"L7";2006-05-22;"medium"
"11074";153170130;235;353;309;604;352;287;269;"L7";2006-05-22;"low"
"11075";153190080;352;522;461;1584;999;290,2;614;"L7";2006-05-22;"low"
"11076";152170140;555;877;992;2558;2478;302,9;1627;"L7";2006-07-25;"medium"
"11077";152180080;653;803;750;950;657;297;509;"L7";2006-07-25;"medium"
"11078";152170140;362;675;497;3013;1844;292,4;939;"L7";2006-09-11;"low"
"11079";152180080;488;636;512;872;597;290,8;468;"L7";2006-09-11;"medium"
"11080";153170020;291;346;250;1307;956;290,8;150;"L7";2006-09-11;"medium"
"11081";153170080;432;684;572;1422;740;290,8;480;"L7";2006-09-11;"medium"
"11082";152170140;498;754;657;2727;1938;299;1137;"L7";2007-05-25;"medium"
"11083";152180080;526;687;596;1066;590;295,5;439;"L7";2007-05-25;"medium"
"11084";153170020;293;461;333;1757;978;298;444;"L7";2007-05-25;"medium"
"11085";153170090;268;465;336;611;446;295;207;"L7";2007-05-25;"medium"
"11086";153170130;411;500;425;670;489;293,9;367;"L7";2007-05-25;"medium"
"11087";153190070;367;457;361;1034;371;292,9;169;"L7";2007-05-25;"medium"
"11088";152170140;371;655;587;2477;1894;301;1160;"L7";2007-06-10;"medium"
"11089";152180080;402;590;585;846;526;299;382;"L7";2007-06-10;"medium"
"11090";153170020;253;386;213;2358;938;296;410;"L7";2007-06-10;"medium"
"11092";153170090;202;346;215;576;194;295,5;237;"L7";2007-06-10;"medium"
"11094";153190080;403;494;380;1738;1044;285,9;555;"L7";2007-09-14;"medium"
"11095";152170140;460;659;571;2754;1712;289,2;876;"L7";2008-04-25;"medium"
"11096";152180080;496;598;538;976;713;288,6;688;"L7";2008-04-25;"medium"
"11098";153170130;353;417;330;514;460;285,3;262;"L7";2008-04-25;"medium"
"11099";152170140;559;836;815;3199;2305;296,5;1390;"L7";2008-05-11;"medium"
"11101";153170090;294;366;334;449;109;293,9;171;"L7";2008-05-11;"medium"
"11102";153170130;353;510;383;620;386;291,3;276;"L7";2008-05-11;"low"
"11103";152170140;430;619;508;2619;1715;291,8;930;"L7";2008-08-31;"low"
"11104";152180080;439;626;513;921;541;291,3;388;"L7";2008-08-31;"low"
"11106";153170090;201;365;242;401;150;289,2;-19;"L7";2008-08-31;"medium"
"11107";153190070;181;300;219;500;283;288,6;118;"L7";2008-08-31;"low"
"11108";152170140;428;651;628;2135;1700;292,4;988;"L7";2009-04-28;"medium"
"11109";152180080;443;580;566;671;574;292,4;545;"L7";2009-04-28;"medium"
"11110";153170020;315;465;320;1540;844;290,2;472;"L7";2009-04-28;"medium"
"11111";153170130;442;619;537;988;718;287;529;"L7";2009-04-28;"medium"
"11112";153190070;321;422;400;1017;451;288,6;362;"L7";2009-04-28;"low"
"11113";153190080;371;538;463;1310;759;292,9;547;"L7";2009-04-28;"low"
"11114";152170140;428;703;691;2642;1953;293,9;1117;"L7";2009-05-14;"low"
"11115";152180080;453;560;546;828;493;291,3;459;"L7";2009-05-14;"low"
"11116";153170020;385;529;403;2079;890;284,2;516;"L7";2009-05-14;"medium"
"11117";153190070;272;406;276;947;422;285,3;191;"L7";2009-05-14;"low"
"11118";153190080;338;519;413;1928;980;290,8;659;"L7";2009-05-14;"low"
"11119";153170020;362;443;261;2306;1024;289,2;466;"L7";2009-06-15;"medium"
"11120";153190070;250;370;283;929;297;289,2;131;"L7";2009-06-15;"low"
"11121";152170140;499;741;676;3045;2073;296;1032;"L7";2009-07-17;"medium"
"11122";152180080;609;805;643;1048;677;295,5;560;"L7";2009-07-17;"medium"
"11123";153170020;315;450;353;2307;1290;295;489;"L7";2009-07-17;"medium"
"11125";153170090;353;521;415;643;345;293,4;253;"L7";2009-07-17;"medium"
"11126";153190070;282;371;225;809;270;292,4;135;"L7";2009-07-17;"medium"
"11127";152170140;555;695;594;2880;1716;296,5;868;"L7";2009-08-02;"medium"
"11129";153170020;434;519;502;2275;1038;292,9;472;"L7";2009-08-02;"medium"
"11130";152170140;631;759;573;2396;1080;292,4;442;"L7";2009-08-18;"medium"
"11131";153170020;243;298;221;1104;550;291,3;164;"L7";2009-09-19;"low"
"11132";153170080;636;918;825;1658;1422;290,2;1100;"L7";2009-09-19;"low"
"11133";153170090;329;293;392;575;321;289,2;235;"L7";2009-09-19;"low"
"11134";153170130;337;463;340;749;421;285,3;235;"L7";2009-09-19;"medium"
"11135";153190080;325;488;466;1662;940;287;471;"L7";2009-09-19;"low"
"11136";152170140;390;601;525;2692;1868;286,4;875;"L7";2009-10-05;"low"
"11137";152180080;471;565;522;811;623;284,2;496;"L7";2009-10-05;"low"
"11138";152180080;522;556;567;671;533;283,6;476;"L7";2010-04-15;"medium"
"11139";153170090;686;674;646;842;686;281,3;515;"L7";2010-04-15;"medium"
"11140";152170140;499;717;712;2692;1886;295;1055;"L7";2010-06-18;"medium"
"11141";152180080;539;737;716;1347;829;290,2;697;"L7";2010-06-18;"medium"
"11142";153170020;254;379;243;2488;1075;293,4;407;"L7";2010-06-18;"medium"
"11143";153170080;679;946;970;2613;1626;295,5;1119;"L7";2010-06-18;"medium"
"11144";153170130;368;550;467;822;555;292,4;383;"L7";2010-06-18;"low"
"11145";153190080;458;608;683;1654;1230;296;910;"L7";2010-06-18;"low"
"11146";152170140;596;920;879;2791;2110;296;1175;"L7";2010-07-04;"medium"
"11147";152180080;458;688;597;1008;599;295;459;"L7";2010-07-04;"medium"
"11149";153190080;476;630;690;1621;1169;295,5;847;"L7";2010-08-05;"low"
"11150";152180080;447;524;525;623;546;287;486;"L7";2011-04-18;"medium"
"11151";153170020;335;405;321;1133;680;285,3;408;"L7";2011-04-18;"medium"
"11152";153170080;658;794;823;1675;1345;287;1134;"L7";2011-04-18;"low"
"11153";153170090;417;439;447;502;264;283,6;237;"L7";2011-04-18;"medium"
"11154";153170130;282;339;224;389;354;282,5;240;"L7";2011-04-18;"low"
"11155";152170140;477;693;598;2625;1633;292,9;862;"L7";2011-05-20;"high"
"11156";152180080;625;741;682;1031;662;292,9;577;"L7";2011-05-20;"medium"
"11157";153190080;537;676;641;1756;1240;290,8;787;"L7";2011-05-20;"medium"
"11158";152170140;363;627;619;2580;1905;299;976;"L7";2011-06-05;"medium"
"11159";152180080;480;681;557;1129;718;296,5;558;"L7";2011-06-05;"medium"
"11160";153170090;403;477;393;812;260;293,9;60;"L7";2011-06-05;"medium"
"11161";153190080;516;755;713;1956;1458;301;1148;"L7";2011-06-05;"low"
"11162";153170020;405;507;378;2637;888;289,7;460;"L7";2011-06-21;"high"
"11164";153170090;359;486;456;630;353;289,7;258;"L7";2011-06-21;"medium"
"11165";152170140;446;634;569;2540;1827;294,5;953;"L7";2011-07-07;"medium"
"11166";153170020;371;486;319;2164;836;292,4;346;"L7";2011-07-07;"medium"
"11167";152170140;432;592;394;2850;1582;292,9;669;"L7";2011-08-08;"high"
"11168";153170090;539;629;531;798;473;291,3;203;"L7";2011-08-08;"high"
"11169";152170140;508;671;631;2871;1868;288,1;850;"L7";2011-09-25;"medium"
"11170";153170020;263;357;295;1558;719;288,6;430;"L7";2011-09-25;"medium"
"11171";153170080;550;722;783;1456;974;287,5;657;"L7";2011-09-25;"medium"
"11172";153170130;355;380;283;641;266;284,7;101;"L7";2011-09-25;"medium"
"11173";153190080;471;569;508;1546;1166;288,1;754;"L7";2011-09-25;"low"
"11175";152170140;435;646;594;2390;1769;296,5;918;"L7";2012-05-22;"medium"
"11176";152180080;562;714;696;944;681;296;568;"L7";2012-05-22;"medium"
"11177";153190080;532;766;813;1681;1465;298,5;923;"L7";2012-05-22;"medium"
"11178";152170140;347;601;436;2784;1794;294,5;973;"L7";2012-06-23;"medium"
"11179";152180080;579;698;636;1109;647;294,5;458;"L7";2012-06-23;"medium"
"11180";152170140;341;495;388;2226;1355;295;666;"L7";2012-07-09;"medium"
"11181";153170020;295;384;189;1914;860;292,9;345;"L7";2012-07-09;"medium"
"11182";153170130;419;676;566;782;564;293,4;346;"L7";2012-07-09;"medium"
"11183";152170140;493;716;589;2977;1939;296;1002;"L7";2012-07-25;"medium"
"11184";152180080;572;794;688;982;574;296,5;450;"L7";2012-07-25;"medium"
"11185";153170020;309;405;337;2088;926;294,5;416;"L7";2012-07-25;"medium"
"11186";153170090;430;618;590;1163;618;288,1;416;"L7";2012-07-25;"medium"
"11187";153170130;434;607;517;870;468;291,3;258;"L7";2012-07-25;"medium"
"11188";153190080;554;788;911;1854;1596;297,5;1079;"L7";2012-07-25;"low"
"11189";152180080;655;843;766;1246;818;291,8;755;"L7";2012-08-10;"high"
"11190";153170020;433;642;609;3485;1262;288,1;653;"L7";2012-08-10;"high"
"11191";153190070;378;419;259;466;119;289,7;118;"L7";2012-08-10;"high"
"11192";152170140;452;657;678;2447;1947;297;1011;"L7";2012-09-11;"medium"
"11193";152180080;505;649;557;738;440;295;321;"L7";2012-09-11;"low"
"11194";153170090;333;428;435;636;350;291,3;74;"L7";2012-09-11;"medium"
"11195";153170130;410;557;433;748;450;290,2;278;"L7";2012-09-11;"medium"
"11196";153190070;352;348;285;596;258;290,8;79;"L7";2012-09-11;"low"
"11197";153170020;291;316;146;582;196;278,4;207;"L7";2012-10-29;"low"
"11198";153170090;390;415;431;585;650;279;576;"L7";2012-10-29;"low"
"11199";153170130;248;294;241;326;149;278,4;52;"L7";2012-10-29;"low"
"11200";153190070;354;303;257;625;291;279;49;"L7";2012-10-29;"low"
"11206";152170140;592;843;885;2430;2176;297;1399;"L7";2013-07-28;"medium"
"11207";153170090;587;654;685;1012;429;293,9;220;"L7";2013-07-28;"medium"
"11208";153170130;527;693;657;1239;590;294,5;345;"L7";2013-07-28;"medium"
"11209";152170140;516;794;762;2411;1929;295;1300;"L7";2013-08-29;"low"
"11210";152180080;476;570;529;707;442;293,4;333;"L7";2013-08-29;"medium"
"11211";153170020;384;452;358;1877;1020;292,9;383;"L7";2013-08-29;"medium"
"11212";153170130;623;925;809;1011;628;291,3;387;"L7";2013-08-29;"medium"
"11213";152170140;676;776;645;2566;1754;296;870;"L7";2014-07-15;"medium"
"11214";153170080;675;776;672;1351;833;291,8;568;"L7";2014-07-15;"high"
"11215";152170140;410;600;524;2696;1638;292,4;783;"L7";2014-09-17;"medium"
"11216";152180080;547;746;630;854;429;291,8;387;"L7";2014-09-17;"medium"
"11218";153170090;244;297;279;379;240;288,1;192;"L7";2014-09-17;"medium"
"11219";153170130;377;583;450;677;379;288,6;297;"L7";2014-09-17;"low"
"11220";153190080;475;661;670;1610;1173;292,4;792;"L7";2014-09-17;"low"
"11221";152170140;469;648;532;2725;1417;287,5;615;"L7";2014-10-03;"medium"
"11222";153170020;253;287;207;1282;423;286,4;212;"L7";2014-10-03;"medium"
