"";"oid";"B1";"B2";"B3";"B4";"B5";"B6";"B7";"sensor";"date";"areosols"
"11223";153170080;691;758;712;1747;1298;287,5;943;"L7";2014-10-03;"medium"
"11224";153170090;370;352;262;468;368;286,4;273;"L7";2014-10-03;"medium"
"11225";153170130;420;509;399;663;371;286,4;215;"L7";2014-10-03;"medium"
"11226";153190080;489;575;549;1339;932;286,4;628;"L7";2014-10-03;"low"
"11227";152170140;409;667;569;2645;1808;285,9;883;"L7";2014-10-19;"low"
"11228";152180080;493;679;529;779;499;282,5;469;"L7";2014-10-19;"medium"
"11229";153170080;341;442;357;694;456;284,7;342;"L7";2014-10-19;"low"
"11230";153170090;531;435;523;1047;1000;283;630;"L7";2014-10-19;"low"
"11231";152170140;519;682;720;1719;1556;281,9;1049;"L7";2015-04-13;"medium"
"11232";153190070;463;421;359;823;356;285,3;197;"L7";2015-05-31;"medium"
"11233";152170140;302;580;529;2567;1749;299;934;"L7";2015-07-02;"low"
"11234";152180080;519;760;610;852;582;296;496;"L7";2015-07-02;"low"
"11235";153170020;210;394;222;2529;910;293,9;428;"L7";2015-07-02;"medium"
"11236";153170090;268;382;321;477;231;292,9;169;"L7";2015-07-02;"low"
"11237";153170130;344;609;497;1215;805;293,9;465;"L7";2015-07-02;"low"
"11238";153190070;379;385;298;1086;514;292,9;206;"L7";2015-07-02;"low"
"11239";153190080;474;663;602;1469;1046;297;717;"L7";2015-07-02;"low"
"11240";153170020;449;599;517;2274;877;294,5;374;"L7";2015-07-18;"high"
"11241";153170090;551;722;626;834;253;293,4;47;"L7";2015-07-18;"high"
"11242";152170140;427;582;534;2520;1733;299,5;915;"L7";2015-08-03;"medium"
"11243";152180080;634;784;696;1048;489;297;360;"L7";2015-08-03;"medium"
"11244";153170020;379;511;410;2012;1012;296;472;"L7";2015-08-03;"medium"
"11245";153170090;402;444;432;623;390;294,5;284;"L7";2015-08-03;"medium"
"11246";153170130;456;636;560;1241;549;293,4;339;"L7";2015-08-03;"medium"
"11247";153190070;450;518;318;1349;465;294,5;175;"L7";2015-08-03;"medium"
"11248";152170140;454;665;639;2466;1883;297,5;1078;"L7";2015-08-19;"low"
"11249";152180080;505;671;583;880;491;295,5;374;"L7";2015-08-19;"low"
"11250";153170020;324;458;413;1817;872;295,5;407;"L7";2015-08-19;"medium"
"11251";153170130;401;632;565;990;474;294,5;355;"L7";2015-08-19;"low"
"11252";153190070;401;443;399;1058;360;292,9;213;"L7";2015-08-19;"low"
"11253";153190080;423;550;554;1452;1157;298;787;"L7";2015-08-19;"low"
"11254";153170080;608;701;673;1510;1319;285,3;1061;"L7";2016-04-15;"medium"
"11255";153170130;323;414;418;730;559;281,3;453;"L7";2016-04-15;"medium"
"11256";153190080;544;635;673;1127;962;287;655;"L7";2016-04-15;"low"
"11259";152180080;471;663;633;956;523;293,4;440;"L7";2016-07-20;"medium"
"11260";153170020;245;387;267;2142;941;292,4;483;"L7";2016-07-20;"low"
"11262";153170130;413;594;478;1102;1205;292,4;831;"L7";2016-07-20;"low"
"11263";153190070;371;427;331;1009;493;290,2;212;"L7";2016-07-20;"low"
"11264";152170140;469;634;634;2798;1933;295;1127;"L7";2016-09-06;"medium"
"11265";153190070;444;484;360;684;457;285,9;299;"L7";2016-09-06;"medium"
"11266";153190080;625;777;665;1807;1336;287,5;898;"L7";2016-09-06;"medium"
"11267";152180080;542;702;629;899;621;289,2;443;"L7";2016-09-22;"low"
"11268";153170020;191;117;155;395;118;288,6;79;"L7";2016-09-22;"medium"
"11269";152170140;576;750;780;2003;1848;288,6;1241;"L7";2017-04-02;"medium"
"11270";152180080;612;724;612;723;548;289,2;458;"L7";2017-04-02;"medium"
"11271";153170020;565;642;537;1056;683;287,5;532;"L7";2017-04-02;"high"
"11272";153190080;687;776;850;1522;1324;290,2;1005;"L7";2017-04-02;"medium"
"11274";153170130;434;665;602;750;525;291,8;365;"L7";2017-05-20;"medium"
"11275";153190080;575;715;698;1710;1217;299,5;890;"L7";2017-05-20;"low"
"11276";153170130;540;772;726;1161;763;290,2;569;"L7";2017-06-05;"low"
"11277";152170140;511;723;675;2721;1884;294,5;1083;"L7";2017-08-08;"low"
"11278";152180080;525;649;611;1088;782;293,4;614;"L7";2017-08-08;"low"
"11279";153170020;553;626;594;2434;1542;287;829;"L7";2017-08-08;"medium"
"11280";153170130;464;649;533;1113;392;290,2;240;"L7";2017-08-24;"medium"
"11281";153190070;393;459;368;1095;513;290,2;194;"L7";2017-08-24;"medium"
"11283";152180080;495;571;550;604;462;282,5;438;"L7";2018-04-05;"low"
"11284";153190070;248;171;157;141;71;280,7;31;"L7";2018-04-05;"low"
"11285";152170140;593;737;685;2143;1701;291,3;1098;"L7";2018-04-21;"medium"
"11286";153170020;324;348;335;754;500;289,2;398;"L7";2018-04-21;"medium"
"11287";153170080;478;704;709;1677;1312;289,2;940;"L7";2018-04-21;"low"
"11288";153170090;352;334;319;408;259;287,5;107;"L7";2018-04-21;"low"
"11289";153170130;272;332;313;512;386;285,3;193;"L7";2018-04-21;"low"
"11290";153190080;531;764;702;1487;1219;292,4;848;"L7";2018-04-21;"low"
"11291";152170140;448;697;626;2685;2018;296,5;1167;"L7";2018-05-07;"low"
"11292";152180080;417;538;484;696;537;293,4;442;"L7";2018-05-07;"low"
"11293";153170080;598;851;818;1722;1263;295,5;916;"L7";2018-05-07;"low"
"11294";153170090;189;285;225;377;204;291,3;99;"L7";2018-05-07;"low"
"11295";153170130;296;478;424;635;361;290,8;219;"L7";2018-05-07;"low"
"11296";153190070;191;275;189;467;207;288,6;102;"L7";2018-05-07;"low"
"11297";152170140;361;607;559;2149;1627;296;949;"L7";2018-05-23;"medium"
"11298";152180080;478;660;627;1052;651;296;509;"L7";2018-05-23;"medium"
"11299";153170020;259;416;275;1984;875;293,4;464;"L7";2018-05-23;"medium"
"11301";153170130;342;550;431;794;323;291,3;242;"L7";2018-05-23;"medium"
"11302";153190080;500;708;667;1730;1206;296,5;1004;"L7";2018-05-23;"medium"
"11303";152170140;417;705;744;2648;2188;299;1390;"L7";2018-06-08;"low"
"11304";152180080;529;647;639;1032;752;300;598;"L7";2018-06-08;"low"
"11305";153170020;245;418;242;2219;866;296;385;"L7";2018-06-08;"low"
"11306";153170080;623;900;948;2120;1689;299;1157;"L7";2018-06-08;"low"
"11307";153170130;387;695;598;934;621;293,4;460;"L7";2018-06-08;"low"
"11308";153190080;494;631;597;1492;1073;301,5;818;"L7";2018-06-08;"low"
"11309";152170140;675;888;858;2988;2281;296,5;1285;"L7";2018-07-26;"medium"
"11310";153170020;237;389;290;1631;735;295,5;298;"L7";2018-07-26;"medium"
"11311";153170090;369;396;414;666;316;294,5;219;"L7";2018-07-26;"medium"
"11312";152170140;504;852;1041;2503;2523;295;1796;"L7";2018-08-27;"low"
"11313";152180080;463;558;553;879;520;292,9;458;"L7";2018-08-27;"medium"
"11314";153170020;392;534;432;1648;1478;291,8;466;"L7";2018-08-27;"medium"
"11315";153170090;415;432;443;603;441;289,7;287;"L7";2018-08-27;"medium"
"11316";152170140;645;787;996;2464;2667;296,5;1838;"L7";2018-09-12;"low"
"11317";152180080;405;480;404;604;493;293,9;570;"L7";2018-09-12;"low"
"11318";152170140;574;790;775;2622;2228;291,3;1445;"L7";2018-10-14;"low"
"11319";152180080;365;463;487;602;528;288,6;235;"L7";2018-10-14;"low"
"11320";153170080;634;673;716;1527;997;287;713;"L7";2018-10-14;"low"
"11321";153170090;387;533;398;686;354;286,4;176;"L7";2018-10-14;"low"
"11322";153170130;332;397;272;427;232;285,9;180;"L7";2018-10-14;"low"
"11323";153190070;199;323;264;550;165;287;44;"L7";2018-10-14;"low"
"11324";152170140;559;756;805;2440;2097;289,2;1274;"L7";2019-04-08;"medium"
"11325";152180080;527;646;568;754;472;288,1;377;"L7";2019-04-08;"medium"
"11326";153170020;488;562;467;1018;925;287;627;"L7";2019-04-08;"medium"
"11327";153170090;437;458;303;412;149;283,6;76;"L7";2019-04-08;"medium"
"11328";153190070;377;426;325;484;215;284,2;111;"L7";2019-04-08;"medium"
"11329";153190080;653;708;736;1159;1034;287;773;"L7";2019-04-08;"medium"
"11330";153170020;594;670;625;1294;788;285,3;530;"L7";2019-04-24;"medium"
"11331";153170130;448;597;587;1032;709;283,6;575;"L7";2019-04-24;"medium"
"11332";153190080;637;876;900;1547;1348;288,6;1027;"L7";2019-04-24;"medium"
"11333";152170140;556;874;821;2531;2144;301;1303;"L7";2019-06-11;"medium"
"11334";152180080;565;739;645;1143;732;299,5;548;"L7";2019-06-11;"medium"
"11335";153170020;435;571;436;2469;889;295;401;"L7";2019-06-11;"medium"
"11336";153170130;488;716;593;1655;966;295;635;"L7";2019-06-11;"medium"
"11337";153190080;550;780;709;1875;1504;299;971;"L7";2019-06-11;"medium"
"11338";153170020;568;662;599;1923;995;293,4;518;"L7";2019-07-29;"medium"
"11339";153170090;575;688;742;945;597;291,3;308;"L7";2019-07-29;"medium"
"11342";153170020;609;639;567;1884;968;292,4;450;"L7";2019-08-30;"high"
"11343";153170090;657;716;706;982;550;292,4;256;"L7";2019-08-30;"medium"
"11344";153190070;536;564;457;1231;458;291,8;210;"L7";2019-08-30;"medium"
"11345";153190080;535;640;632;1486;1132;296;682;"L7";2019-08-30;"medium"
"11346";152170140;523;670;524;2652;1241;295,5;557;"L7";1999-07-06;"high"
"11347";152170140;471;567;406;2563;1229;292,4;496;"L7";1999-09-08;"medium"
"11348";152170140;463;658;569;2464;1584;284,2;739;"L7";1999-10-26;"low"
"11349";152170140;507;584;622;1478;1400;283;931;"L7";2000-04-03;"medium"
"11350";152170140;500;693;645;1827;1417;289,7;886;"L7";2000-04-19;"medium"
"11351";152170140;509;611;452;2780;1185;289,2;504;"L7";2000-08-09;"medium"
"11352";152170140;351;558;450;1732;1134;289,7;664;"L7";2001-05-08;"medium"
"11353";152170140;285;491;344;2133;1054;292,4;553;"L7";2001-05-24;"medium"
"11354";152170140;515;668;564;2699;1406;287;700;"L7";2001-08-12;"medium"
"11355";152170140;436;599;532;2170;1187;292,9;642;"L7";2002-05-11;"medium"
"11356";152170140;579;648;525;2775;1405;290,8;620;"L7";2002-08-15;"high"
"11359";152170140;418;514;384;2208;1085;295;568;"L7";2003-05-30;"medium"
"11360";152170140;389;539;538;1337;1236;284,7;850;"L7";2004-04-14;"low"
"11361";152170140;452;663;559;2182;1594;289,2;938;"L7";2004-04-30;"medium"
"11362";152170140;477;677;528;2116;1101;284,2;628;"L7";2004-06-01;"medium"
"11363";152170140;565;677;887;1549;1984;283;1390;"L7";2005-04-01;"low"
"11364";152170140;473;663;605;1899;1464;294,5;945;"L7";2005-05-03;"medium"
"11365";152170140;346;597;471;2293;1430;288,6;811;"L7";2005-05-19;"low"
"11366";152170140;419;623;451;2304;1346;291,3;739;"L7";2005-06-20;"medium"
"11367";152170140;497;651;721;2418;2044;298,5;1122;"L7";2005-09-08;"medium"
"11368";152170140;437;600;485;2380;1678;291,3;871;"L7";2005-09-24;"medium"
"11369";152170140;495;568;525;2438;1563;290,2;689;"L7";2005-10-10;"medium"
"11370";152170140;340;654;509;2425;1516;291,8;805;"L7";2006-05-22;"low"
"11371";152170140;640;866;953;2672;2423;297;1565;"L7";2006-07-09;"medium"
"11372";152170140;489;785;893;2564;2132;302,5;1317;"L7";2006-07-25;"medium"
"11373";152170140;353;477;394;3060;1507;292,4;652;"L7";2006-09-11;"medium"
"11374";152170140;457;612;523;2919;1543;290,8;733;"L7";2006-09-27;"medium"
"11375";152170140;401;732;614;3495;1844;291,8;932;"L7";2007-04-23;"low"
"11376";152170140;498;684;506;2519;1526;296,5;749;"L7";2007-05-25;"medium"
"11377";152170140;332;553;512;2562;1732;300,5;896;"L7";2007-06-10;"medium"
"11378";151160030;648;599;484;690;237;285,3;164;"L7";2008-04-25;"high"
"11379";152170140;440;631;549;2675;1609;288,6;770;"L7";2008-04-25;"medium"
"11380";151160030;283;374;189;788;369;291,8;190;"L7";2008-05-11;"medium"
"11381";152170140;524;793;738;3109;2153;296;1284;"L7";2008-05-11;"medium"
"11382";151160030;148;289;179;426;187;290,2;67;"L7";2008-08-31;"medium"
"11383";152170140;319;499;333;2564;1624;291,3;835;"L7";2008-08-31;"medium"
"11384";152170140;415;530;561;2505;1646;292,9;907;"L7";2009-04-28;"medium"
"11385";152170140;354;516;531;2425;1647;292,4;951;"L7";2009-05-14;"low"
"11386";152170140;482;571;430;3023;1689;295,5;755;"L7";2009-07-17;"medium"
"11387";152170140;446;572;450;2756;1483;296;746;"L7";2009-08-02;"medium"
"11388";152170140;640;680;504;3001;1290;292,4;530;"L7";2009-08-18;"medium"
"11389";152170140;375;465;445;2467;1568;289,2;795;"L7";2009-09-19;"low"
"11390";151160030;258;195;164;504;205;284,7;144;"L7";2009-10-05;"medium"
"11391";152170140;277;443;409;2751;1691;285,9;762;"L7";2009-10-05;"low"
"11392";152170140;332;512;393;2366;1328;293,4;723;"L7";2010-06-18;"medium"
"11393";152170140;380;549;448;2893;1516;293,9;732;"L7";2010-07-04;"medium"
"11394";152170140;350;473;308;2724;1406;291,8;648;"L7";2010-08-21;"medium"
"11395";152170140;438;596;447;2158;1156;292,4;574;"L7";2011-05-20;"high"
"11396";152170140;480;689;824;2743;2622;301;1522;"L7";2011-06-05;"medium"
"11397";152170140;442;559;453;2604;1626;293,9;770;"L7";2011-07-07;"medium"
"11398";152170140;492;598;543;3011;1590;287,5;845;"L7";2011-09-25;"medium"
"11400";152170140;326;441;308;1510;850;293,9;390;"L7";2012-05-22;"medium"
"11401";152170140;331;449;356;2782;1507;293,9;678;"L7";2012-06-23;"medium"
"11402";152170140;312;408;296;2617;1329;294,5;615;"L7";2012-07-09;"medium"
"11403";152170140;435;633;513;3066;1675;295;809;"L7";2012-07-25;"medium"
"11404";152170140;423;605;618;2586;1657;296,5;858;"L7";2012-09-11;"medium"
"11406";152170140;410;572;543;1599;1404;293,9;917;"L7";2013-05-09;"medium"
"11407";152170140;524;776;760;2456;2088;297;1309;"L7";2013-07-28;"medium"
"11408";152170140;425;579;563;2418;1635;294,5;905;"L7";2013-08-29;"medium"
"11409";152170140;512;496;520;2361;1455;284,7;820;"L7";2013-09-30;"low"
"11410";152170140;634;685;597;2915;1647;296,5;755;"L7";2014-07-15;"medium"
"11411";152170140;361;480;443;2768;1612;292,4;687;"L7";2014-09-17;"medium"
"11412";152170140;450;569;496;2360;1249;287;496;"L7";2014-10-03;"medium"
"11413";152170140;408;602;442;2342;1603;285,9;803;"L7";2014-10-19;"low"
"11414";152170140;488;625;734;1949;1810;282,5;1137;"L7";2015-04-13;"medium"
"11415";152170140;294;416;322;2146;1323;297,5;641;"L7";2015-07-02;"low"
"11416";152170140;402;489;456;2437;1378;298,5;731;"L7";2015-08-03;"medium"
"11417";152170140;353;538;510;2485;1760;297;977;"L7";2015-08-19;"low"
"11418";152170140;448;541;532;2919;1705;295,5;887;"L7";2016-09-06;"medium"
"11419";152170140;516;650;703;1750;1699;288,6;1082;"L7";2017-04-02;"medium"
"11420";152170140;425;593;556;2846;1696;294,5;884;"L7";2017-08-08;"low"
"11421";151160030;265;227;207;237;144;281,3;68;"L7";2018-04-05;"medium"
"11422";152170140;630;760;972;1996;2364;287;1734;"L7";2018-04-05;"low"
"11423";152170140;429;633;567;2873;2164;297,5;1200;"L7";2018-05-07;"low"
"11424";152170140;326;524;475;2199;1656;296;855;"L7";2018-05-23;"medium"
"11425";152170140;380;587;584;2852;1949;300;1109;"L7";2018-06-08;"low"
"11426";151160030;221;284;165;859;308;295,5;97;"L7";2018-07-26;"medium"
"11427";152170140;619;773;612;2540;1944;296;1010;"L7";2018-07-26;"medium"
"11428";151160030;260;345;257;410;96;291,8;65;"L7";2018-08-27;"medium"
"11429";152170140;557;747;873;2635;2562;295;1663;"L7";2018-08-27;"low"
"11430";152170140;665;796;922;2556;2754;296;1778;"L7";2018-09-12;"low"
"11431";151160030;243;253;188;310;90;287,5;37;"L7";2018-10-14;"low"
"11432";152170140;411;506;596;2366;1681;291,3;1060;"L7";2018-10-14;"low"
"11433";151160030;331;371;244;440;172;286,4;71;"L7";2019-04-08;"medium"
"11434";152170140;478;583;686;2552;1960;290,8;1160;"L7";2019-04-08;"medium"
"11435";151160030;345;396;342;1015;531;285,3;362;"L7";2019-05-26;"medium"
"11436";152170140;488;690;653;2522;1670;300;959;"L7";2019-06-11;"medium"
"11437";152170140;579;764;751;2821;1993;299;1099;"L7";2019-06-27;"medium"
"11438";151160030;424;367;286;845;306;292,9;201;"L7";2019-08-30;"high"
"11440";151160030;463;448;405;850;547;283,6;378;"L7";2019-09-15;"medium"
"11442";154170050;468;688;555;2298;1064;294,5;544;"L7";1999-07-13;"high"
"11443";154160010;371;628;493;2010;674;296;335;"L7";1999-07-29;"low"
"11444";154170050;324;557;431;2287;1003;294,5;492;"L7";1999-07-29;"low"
"11445";154170090;391;606;532;2091;1456;294,5;858;"L7";1999-07-29;"low"
"11446";154170140;195;257;200;1512;493;291,3;230;"L7";1999-07-29;"low"
"11447";154170190;426;653;592;1345;1094;295,5;669;"L7";1999-07-29;"low"
"11448";154160010;497;715;580;1971;1044;290,8;468;"L7";1999-08-14;"medium"
"11449";153170130;323;503;288;1019;506;289,2;233;"L7";1999-08-30;"low"
"11450";154170140;275;396;235;1989;978;288,6;323;"L7";1999-08-30;"medium"
"11451";154170190;384;573;506;1941;1233;292,4;686;"L7";1999-08-30;"medium"
"11452";153170080;423;559;532;941;587;290,2;479;"L7";1999-09-15;"low"
"11453";153170130;308;457;366;878;369;288,6;157;"L7";1999-09-15;"low"
"11454";154160010;537;709;591;1981;1249;290,2;591;"L7";1999-09-15;"medium"
"11455";154170050;366;476;357;1556;729;288,1;291;"L7";1999-09-15;"low"
"11456";154170090;370;565;487;1728;1020;288,6;524;"L7";1999-09-15;"low"
"11457";154170140;301;322;220;1680;786;287,5;354;"L7";1999-09-15;"medium"
"11458";154170190;468;627;516;1668;1070;291,3;647;"L7";1999-09-15;"low"
"11459";154160010;629;811;752;2259;1383;279,6;795;"L7";1999-10-17;"low"
"11460";154170090;512;586;481;1679;757;279,6;326;"L7";1999-10-17;"low"
"11461";153170080;410;602;481;1083;641;288,1;400;"L7";2000-04-26;"medium"
"11462";153170130;354;492;382;736;537;287;372;"L7";2000-04-26;"medium"
"11463";154170050;578;747;631;1587;734;286,4;406;"L7";2000-04-26;"medium"
"11464";154170090;597;718;718;1740;1257;287;831;"L7";2000-04-26;"medium"
"11465";154170140;438;616;515;1303;975;284,7;571;"L7";2000-04-26;"medium"
"11466";154170190;543;679;610;1416;941;287;596;"L7";2000-04-26;"medium"
"11467";154160010;361;616;544;1256;879;290,2;551;"L7";2000-05-12;"medium"
"11468";154170050;557;800;785;2218;1176;288,1;677;"L7";2000-05-12;"low"
"11469";154170090;534;788;756;2028;1353;284,7;805;"L7";2000-05-12;"medium"
"11470";154170140;300;417;345;2137;850;287,5;370;"L7";2000-05-12;"medium"
"11471";154170190;455;686;661;1649;1169;291,8;697;"L7";2000-05-12;"medium"
"11472";153170080;435;610;528;1217;723;293,9;461;"L7";2000-06-13;"medium"
"11473";153170130;351;606;434;1024;606;292,4;314;"L7";2000-06-13;"low"
"11474";154160010;499;700;591;1791;827;293,4;442;"L7";2000-06-13;"medium"
"11475";154170050;318;519;428;1829;924;293,9;441;"L7";2000-06-13;"medium"
"11476";154170090;449;705;614;2266;1478;294,5;841;"L7";2000-06-13;"medium"
"11477";154170140;274;371;294;1852;703;291,8;265;"L7";2000-06-13;"low"
"11478";154170190;404;605;540;1455;1249;293,9;782;"L7";2000-06-13;"low"
"11479";154160010;366;575;470;1825;905;289,2;483;"L7";2000-07-15;"medium"
"11480";154170050;330;469;394;1815;602;288,6;326;"L7";2000-07-15;"medium"
"11481";153170080;389;578;510;1128;631;291,3;419;"L7";2000-09-01;"medium"
"11482";153170130;517;608;418;1066;543;290,2;389;"L7";2000-09-01;"medium"
"11483";154160010;488;717;485;2104;1101;291,3;617;"L7";2000-09-01;"medium"
"11484";154170140;329;382;264;1641;818;289,2;298;"L7";2000-09-01;"medium"
"11485";153170130;214;345;286;673;284;285,3;232;"L7";2000-09-17;"low"
"11486";154170050;262;404;338;1513;689;285,3;271;"L7";2000-09-17;"low"
"11487";154170090;341;507;453;2077;1217;285,9;753;"L7";2000-09-17;"low"
"11488";154170140;151;380;240;1898;848;284,2;337;"L7";2000-09-17;"low"
"11489";154170190;336;583;522;1668;1334;287,5;744;"L7";2000-09-17;"low"
"11490";153170080;410;456;539;552;371;286,4;274;"L7";2000-10-03;"low"
"11491";153170130;294;394;311;636;297;285,9;117;"L7";2000-10-03;"low"
"11492";154160010;493;620;601;2022;1227;288,1;685;"L7";2000-10-03;"low"
"11493";154170050;398;471;436;1734;728;288,1;362;"L7";2000-10-03;"low"
"11494";154170090;417;597;520;1861;1155;288,1;605;"L7";2000-10-03;"low"
"11495";154170140;308;370;288;1424;719;287;318;"L7";2000-10-03;"low"
"11496";154170190;401;601;580;1787;1211;288,1;715;"L7";2000-10-03;"low"
"11497";153170080;504;681;604;960;631;283,6;432;"L7";2000-10-19;"low"
"11498";153170130;334;427;342;722;403;283;239;"L7";2000-10-19;"low"
"11500";154170050;604;700;579;1751;848;283,6;397;"L7";2000-10-19;"medium"
"11501";154170090;580;739;650;1633;1131;283,6;803;"L7";2000-10-19;"low"
"11502";154170140;410;537;508;1398;1109;283;590;"L7";2000-10-19;"low"
"11503";154170190;584;676;664;1839;1564;283,6;979;"L7";2000-10-19;"low"
